1.07388,0.0997575,0.0981319,1.0607,0.0666893,0.0627905,1.02317,-0.0402585,0.0273422,0.709321,0.0826629,0.0735991
2.14951,0.176663,0.273908,2.11512,0.199805,0.125581,2.24857,-0.103691,0.0141533,1.74597,0.16403,0.183488
3.17603,0.339378,0.246791,3.15911,0.398823,0.188372,3.37698,-0.202707,-0.0123578,2.61501,0.218744,0.20836
4.18413,0.544103,0.273178,4.18855,0.662958,0.251162,4.61449,-0.318716,-0.0282352,3.82016,0.173308,0.229228
4.98086,0.956222,0.473147,5.19939,0.991169,0.313953,5.75987,0.332562,0.344881,4.64716,0.884824,0.507171
5.84677,1.52483,0.451145,6.18765,1.38216,0.376743,6.61568,0.885228,0.486035,5.54219,1.4158,0.535994
6.94148,1.90724,0.51261,7.14942,1.8344,0.439534,7.38789,1.53226,0.619651,6.54643,1.91984,0.52568
7.83106,2.63736,0.505941,8.08092,2.34609,0.502324,8.26889,2.23927,0.678773,8.00984,2.33347,0.492391
8.83294,3.15211,0.565418,8.97848,2.91523,0.565115,8.86234,3.13871,0.867963,8.74333,3.04851,0.604491
9.51679,3.61206,0.488773,9.83855,3.53957,0.627905,9.23435,4.15611,1.08217,9.52242,3.81018,0.628762
10.5161,4.17388,0.558891,10.6578,4.21665,0.690696,9.51589,4.85973,1.17507,10.4533,4.12377,0.549768
11.51,4.83701,0.604656,11.4329,4.94379,0.753486,9.86547,5.9316,1.24448,11.6462,4.76184,0.591242
12.3942,5.63463,0.852609,12.1608,5.71814,0.816277,10.0529,7.04348,1.35868,12.0207,5.73484,0.857979
13.0202,6.45825,0.810707,12.8387,6.53664,0.879067,10.4023,8.2126,1.32605,13.1837,6.52376,0.79034
13.6717,7.38396,0.914177,13.4639,7.39607,0.941858,10.7203,9.19384,1.3229,13.7489,7.31511,0.892644
14.4071,8.28371,0.990759,14.034,8.29304,1.00465,11.1116,10.309,1.28881,14.1562,8.45878,1.07614
15.0216,9.30522,1.15404,14.5467,9.22401,1.06744,11.5414,10.9005,1.22864,14.3224,9.11243,1.1755
15.4819,10.3575,1.1902,14.9999,10.1853,1.13023,12.2553,11.9267,1.08333,15.0204,10.2664,1.13495
15.7947,11.3668,1.24128,15.3919,11.1732,1.19302,13.1278,12.7789,0.924276,15.4876,11.3598,1.17843
16.0063,12.5594,1.22174,15.7212,12.1837,1.25581,14.1947,13.3953,0.718084,15.9254,12.3283,1.19341
16.3598,13.522,1.08244,15.9864,13.2128,1.3186,15.4369,13.6729,0.453193,16.446,13.0209,1.10499
16.8574,14.4539,0.947009,16.1865,14.2566,1.38139,16.8066,14.1873,0.409139,17.1923,13.9453,0.988933
17.2696,15.3212,1.08833,16.3207,15.3109,1.44418,18.111,14.6281,0.381162,17.6588,14.7911,1.06312
17.7764,16.2094,1.22113,16.3885,16.3715,1.50697,19.4088,15.1833,0.425565,18.2183,15.7091,1.13961
18.0379,17.2436,1.27239,16.3896,17.4343,1.56976,20.4815,16.3211,0.744312,18.691,17.0888,1.22489
18.2249,18.2951,1.36179,16.324,18.4951,1.63255,21.021,16.9333,0.822948,18.5799,17.8947,1.38421
18.3023,19.357,1.33142,16.1919,19.5496,1.69534,21.44,18.0426,1.07108,18.7803,19.1229,1.36658
18.5457,20.5406,1.39953,15.994,20.5938,1.75813,21.5066,19.1927,1.3474,18.8095,20.2715,1.43025
18.7882,21.5331,1.23936,15.7309,21.6236,1.82092,21.1131,20.0803,1.69041,18.9503,20.9147,1.34398
18.9578,22.5043,1.33798,15.4038,22.6347,1.88372,20.4145,21.7469,1.94123,18.9802,22.4327,1.38621
19.2137,23.7165,1.33956,15.0138,23.6234,1.94651,19.6308,23.2578,2.0374,19.2644,23.5119,1.37713
19.3534,24.8809,1.60317,14.5625,24.5856,2.0093,18.975,24.7951,1.97752,19.507,24.6272,1.46216
19.3319,25.911,1.55221,14.0518,25.5177,2.07209,18.3565,26.1577,1.99123,19.5628,25.6473,1.53078
19.2068,27.0061,1.8021,13.4836,26.4158,2.13488,18.034,27.7251,1.80284,19.9339,26.87,1.54591
18.8568,28.2116,1.89796,12.8602,27.2765,2.19767,17.8134,28.6954,1.83225,19.6357,27.7779,1.78351
18.4399,29.2922,1.98978,12.1839,28.0964,2.26046,17.5176,29.43,1.93154,18.9937,28.6133,2.0107
17.8183,29.9814,1.99212,11.4576,28.8723,2.32325,17.0696,30.4028,1.99863,18.4259,29.674,1.9938
17.3541,30.9199,2.08692,10.684,29.601,2.38604,16.557,31.2434,2.09383,17.8676,30.546,2.05264
16.9474,31.8395,2.07687,9.86618,30.2798,2.44883,15.9788,32.0576,2.17499,17.5907,31.231,2.07137
16.3119,32.721,2.33387,9.0074,30.9059,2.51162,15.5294,33.3382,1.99779,17.3061,32.3943,2.0489
15.3507,33.3307,2.26529,8.11102,31.4769,2.57441,15.0124,33.6803,2.24237,16.5417,32.8429,2.29566
14.6112,34.1177,2.21467,7.18058,31.9905,2.6372,14.2403,34.3731,2.36414,15.7743,33.5984,2.29829
13.7858,34.7801,2.32217,6.21974,32.4447,2.69999,13.3846,35.1587,2.40993,15.2653,34.2573,2.28208
13.1098,35.4017,2.47843,5.2323,32.8378,2.76278,12.503,35.6739,2.54947,14.767,34.6069,2.42868
12.3344,35.8451,2.64311,4.22214,33.1681,2.82557,11.6238,36.2739,2.57231,13.9273,35.1646,2.56371
11.2997,36.3024,2.76953,3.19324,33.4343,2.88837,10.7356,36.5156,2.74965,13.2624,35.3216,2.7726
10.3284,36.5353,2.83307,2.14966,33.6355,2.95116,9.75895,36.9017,2.78525,12.5962,35.5751,2.81937
9.41349,36.8185,2.89839,1.09552,33.7708,3.01395,8.76233,37.0974,2.89962,11.973,35.6296,2.91927
8.23284,37.0558,2.99221,0.0349609,33.8397,3.07674,7.7249,37.3535,2.9272,11.411,35.6604,2.99868
7.18786,37.1015,2.9491,-1.02783,33.8419,3.13953,6.57151,37.2282,3.14986,10.5411,35.4973,3.09012
6.24318,37.425,2.91104,-2.08838,33.9107,3.07674,5.4652,37.8271,2.81183,10.0411,35.7143,2.91947
5.08035,37.7028,2.98693,-3.14253,34.046,3.01395,4.64359,38.2223,2.71957,9.37953,35.9425,2.91187
4.07826,37.9569,2.97264,-4.1861,34.2472,2.95116,3.80348,37.8648,3.02967,8.27249,35.7851,3.13835
3.04774,38.2826,2.80733,-5.215,34.5135,2.88837,2.68528,38.2545,2.87417,6.96543,36.324,2.8398
2.1291,38.7384,2.60509,-6.22516,34.8438,2.82557,1.66082,38.8965,2.66787,5.68705,37.0422,2.61008
1.33292,39.3948,2.4728,-7.21261,35.2368,2.76278,0.644483,39.6805,2.52328,3.07806,38.5158,2.45185
0.663301,40.0802,2.37545,-8.17344,35.691,2.69999,-0.242145,40.3556,2.47855,1.16523,39.6572,2.41781
-0.194698,40.9323,2.38319,-9.10389,36.2046,2.6372,-1.05486,40.9087,2.48361,0.191179,40.3031,2.39012
-0.814829,41.6502,2.35044,-10.0003,36.7756,2.57441,-1.74564,41.8886,2.27031,-0.542773,41.25,2.25472
-1.49445,42.4661,2.46125,-10.859,37.4017,2.51162,-2.25641,42.6856,2.17653,-1.69726,42.2569,2.37485
-2.24739,43.2597,2.26483,-11.6768,38.0805,2.44883,-2.76863,43.4671,2.13579,-2.40715,43.1278,2.23766
-3.12026,44.2202,2.44558,-12.4504,38.8093,2.38604,-2.94628,44.4198,1.91419,-2.6477,44.0361,2.15776
-3.88756,44.814,2.31953,-13.1768,39.5851,2.32325,-3.22432,44.6518,1.99501,-3.2782,44.397,2.31107
-4.5854,45.5913,2.27848,-13.853,40.405,2.26046,-3.55522,45.2943,1.98499,-3.81983,45.1499,2.23471
-5.2267,46.4394,2.13827,-14.4765,41.2657,2.19767,-4.25092,46.147,2.11437,-5.0333,46.3135,2.22941
-5.68062,47.4448,2.01153,-15.0447,42.1639,2.13488,-5.05436,46.9855,2.22503,-5.59064,47.1299,2.07436
-6.11953,48.5387,1.91487,-15.5554,43.0959,2.07209,-5.79374,48.0353,2.17728,-5.73028,47.9802,1.85903
-6.33107,49.6439,1.81034,-16.0067,44.0581,2.0093,-6.3383,49.4124,1.97781,-5.92087,49.215,1.75259
-6.76216,50.5328,1.77646,-16.3966,45.0468,1.94651,-6.81112,50.2847,1.99814,-6.31953,49.9918,1.79612
-7.00103,51.7497,1.63847,-16.7238,46.058,1.88372,-7.4799,51.7424,1.98216,-7.1189,51.5873,1.81605
-6.98451,52.7123,1.56689,-16.9869,47.0877,1.82093,-7.81068,53.1339,1.8253,-7.19401,52.8733,1.6009
-6.9478,53.7865,1.49352,-17.1848,48.1319,1.75813,-7.89115,54.0391,1.71789,-7.05845,53.5986,1.46206
-6.756,54.7248,1.50488,-17.3168,49.1865,1.69534,-7.68362,55.0844,1.50012,-6.82193,54.609,1.40924
-6.35987,55.9601,1.5505,-17.3824,50.2472,1.63255,-7.10295,56.4352,1.21363,-6.51117,56.1095,1.41715
-6.42608,56.9648,1.40308,-17.3813,51.31,1.56976,-6.5208,57.4487,1.08484,-6.43182,57.269,1.41649
-6.35319,57.9456,1.32798,-17.3135,52.3706,1.50697,-5.97115,58.1502,0.976851,-6.39791,58.1112,1.41048
-6.0001,58.7848,1.1871,-17.1793,53.4249,1.44418,-5.50232,58.7167,0.912975,-6.25097,58.7879,1.28459
-5.58845,59.5399,1.11375,-16.9792,54.4687,1.38139,-4.76499,58.8371,0.626809,-5.52986,58.9691,0.969882
-5.01863,60.3646,1.03989,-16.714,55.4979,1.3186,-3.83759,59.9535,0.779776,-4.59122,60.1914,0.952076
-4.55754,61.2122,1.0847,-16.3848,56.5084,1.25581,-3.37216,60.7264,0.857471,-4.39171,60.9688,1.07717
-4.07309,62.0273,1.0727,-15.9928,57.4962,1.19302,-3.03011,61.4153,0.921102,-4.15741,61.6587,1.10034
-3.71673,62.9544,1.06496,-15.5395,58.4575,1.13023,-2.66809,62.521,1.08322,-3.59276,62.7311,1.07163
-3.18614,63.8457,1.12268,-15.0269,59.3885,1.06744,-2.57182,63.7411,1.30264,-3.28981,63.831,1.14516
-2.8498,64.7518,1.17188,-14.4568,60.2855,1.00465,-2.46343,64.6968,1.35178,-2.85775,64.6608,1.14712
-2.50943,65.6948,1.00646,-13.8316,61.1449,0.941858,-2.33503,65.6757,1.36989,-2.30484,65.4949,1.02352
-1.91314,66.6607,1.07444,-13.1537,61.9634,0.879067,-2.13984,66.75,1.3542,-1.91539,66.4813,1.08333
-1.41769,67.7278,0.956898,-12.4257,62.7377,0.816277,-1.88839,67.8634,1.32281,-1.50625,67.5576,1.08019
-0.830665,68.4572,0.976235,-11.6506,63.4649,0.753486,-1.39538,68.5826,1.13788,-0.953078,68.2367,0.979399
-0.259369,69.3278,0.842915,-10.8314,64.142,0.690696,-0.68133,69.4483,0.961158,-0.193846,69.1385,0.866257
0.494954,69.9622,0.789428,-9.97135,64.7663,0.627905,0.0347425,70.1652,0.842825,0.299327,69.8802,0.837839
1.2747,70.6691,0.424598,-9.07379,65.3354,0.565115,1.09669,70.4552,0.509869,1.59037,70.2388,0.418364
2.04282,71.0714,0.453945,-8.14229,65.8471,0.502324,2.14293,70.6618,0.315292,2.24311,70.5216,0.402106
3.05866,71.4288,0.417211,-7.18052,66.2994,0.439534,3.26684,71.3104,0.423261,3.23741,71.1944,0.482989
4.11438,71.8713,0.358922,-6.19227,66.6904,0.376743,4.11769,72.0023,0.532407,3.94653,71.8461,0.495002
5.15315,72.2194,0.260122,-5.18142,67.0186,0.313953,5.10229,72.3665,0.4099,5.19751,72.2249,0.298418
6.11532,72.1937,0.21097,-4.15198,67.2827,0.251162,6.17138,72.13,0.0591663,6.169,72.1253,0.124673
7.07159,72.3824,0.0821131,-3.10799,67.4817,0.188372,7.19055,72.305,0.0852411,7.00943,72.297,0.0953422
8.06944,72.4389,0.0613112,-2.05357,67.6148,0.125581,8.04978,72.3414,0.0264084,7.68717,72.3867,0.0425801
9.11046,72.3515,-0.151563,-0.992871,67.6815,0.0627907,8.9556,71.8371,-0.273843,8.63375,72.0163,-0.191683
10.0993,72.0081,-0.192123,0.0699191,67.6815,2.23517e-07,10.1737,71.9563,-0.0723217,9.98515,71.9793,-0.10268
